"","strain","subtype","date","country","state","season","lat","lng"
"477499","CY105446","H3N2","2005-10-13","Viet Nam",NA,"2005-2006",14.058324,108.277199
"320944","CY105454","H3N2","2005-10-13","Viet Nam",NA,"2005-2006",14.058324,108.277199
"320866","CY105438","H3N2","2005-10-10","Viet Nam",NA,"2005-2006",14.058324,108.277199
"372590","CY105430","H3N2","2005-10-03","Viet Nam",NA,"2005-2006",14.058324,108.277199
"385686","CY022573","H3N2","2005-09-29","New Zealand",NA,"2005-2006",-40.900557,174.885971
"259646","CY023082","H3N2","2005-09-28","New Zealand",NA,"2005-2006",-40.900557,174.885971
"389063","CY105422","H3N2","2005-09-26","Viet Nam",NA,"2005-2006",14.058324,108.277199
"468551","CY014135","H3N2","2005-09-13","New Zealand",NA,"2005-2006",-40.900557,174.885971
"503033","KJ855419","H3N2","2005-09-11","Mexico",NA,"2005-2006",23.634501,-102.552784
"456715","CY100570","H3N2","2005-09-11","Mexico",NA,"2005-2006",23.634501,-102.552784
"423908","CY100578","H3N2","2005-09-11","Mexico",NA,"2005-2006",23.634501,-102.552784
"391325","KJ855475","H3N2","2005-09-11","Mexico",NA,"2005-2006",23.634501,-102.552784
"444797","CY008436","H3N2","2005-09-02","New Zealand",NA,"2005-2006",-40.900557,174.885971
"366789","CY008620","H3N2","2005-08-31","New Zealand",NA,"2005-2006",-40.900557,174.885971
"497800","CY008628","H3N2","2005-08-31","New Zealand",NA,"2005-2006",-40.900557,174.885971
"427603","CY008652","H3N2","2005-08-31","New Zealand",NA,"2005-2006",-40.900557,174.885971
"347409","CY014119","H3N2","2005-08-31","New Zealand",NA,"2005-2006",-40.900557,174.885971
"168025","CY172183","H3N2","2005-08-30","USA","New York","2005-2006",40.7127753,-74.0059728
"456531","CY105414","H3N2","2005-08-30","Viet Nam",NA,"2005-2006",14.058324,108.277199
"412154","CY104252","H3N2","2005-08-30","Viet Nam",NA,"2005-2006",14.058324,108.277199
"445264","CY016475","H3N2","2005-08-23","New Zealand",NA,"2005-2006",-40.900557,174.885971
"330356","CY014095","H3N2","2005-08-23","New Zealand",NA,"2005-2006",-40.900557,174.885971
"427495","CY008604","H3N2","2005-08-22","New Zealand",NA,"2005-2006",-40.900557,174.885971
"401572","CY017619","H3N2","2005-08-22","Australia",NA,"2005-2006",-25.274398,133.775136
"324949","CY105406","H3N2","2005-08-20","Viet Nam",NA,"2005-2006",14.058324,108.277199
"471984","CY019747","H3N2","2005-08-18","Australia",NA,"2005-2006",-25.274398,133.775136
"283397","CY105382","H3N2","2005-08-18","Viet Nam",NA,"2005-2006",14.058324,108.277199
"372646","CY105390","H3N2","2005-08-18","Viet Nam",NA,"2005-2006",14.058324,108.277199
"444543","CY105398","H3N2","2005-08-18","Viet Nam",NA,"2005-2006",14.058324,108.277199
"349914","CY008596","H3N2","2005-08-17","New Zealand",NA,"2005-2006",-40.900557,174.885971
"418231","CY008636","H3N2","2005-08-16","New Zealand",NA,"2005-2006",-40.900557,174.885971
"324878","CY019029","H3N2","2005-08-16","Australia",NA,"2005-2006",-25.274398,133.775136
"336812","CY014111","H3N2","2005-08-15","New Zealand",NA,"2005-2006",-40.900557,174.885971
"328125","CY015620","H3N2","2005-08-14","New Zealand",NA,"2005-2006",-40.900557,174.885971
"261500","CY021965","H3N2","2005-08-12","New Zealand",NA,"2005-2006",-40.900557,174.885971
"294359","KJ855427","H3N2","2005-08-11","Mexico",NA,"2005-2006",23.634501,-102.552784
"534174","CY014087","H3N2","2005-08-11","New Zealand",NA,"2005-2006",-40.900557,174.885971
"323967","CY019021","H3N2","2005-08-11","Australia",NA,"2005-2006",-25.274398,133.775136
"525142","CY104236","H3N2","2005-08-11","Viet Nam",NA,"2005-2006",14.058324,108.277199
"289209","CY015628","H3N2","2005-08-11","New Zealand",NA,"2005-2006",-40.900557,174.885971
"511259","CY118858","H3N2","2005-08-10","Malaysia",NA,"2005-2006",4.210484,101.975766
"399653","CY014071","H3N2","2005-08-10","New Zealand",NA,"2005-2006",-40.900557,174.885971
"426810","CY014079","H3N2","2005-08-09","New Zealand",NA,"2005-2006",-40.900557,174.885971
"271301","CY016467","H3N2","2005-08-09","New Zealand",NA,"2005-2006",-40.900557,174.885971
"390978","CY014063","H3N2","2005-08-09","New Zealand",NA,"2005-2006",-40.900557,174.885971
"282750","CY118850","H3N2","2005-08-08","Malaysia",NA,"2005-2006",4.210484,101.975766
"533448","CY014055","H3N2","2005-08-08","New Zealand",NA,"2005-2006",-40.900557,174.885971
"343194","CY118842","H3N2","2005-08-04","Malaysia",NA,"2005-2006",4.210484,101.975766
"495345","CY008588","H3N2","2005-08-03","New Zealand",NA,"2005-2006",-40.900557,174.885971
"281708","CY017107","H3N2","2005-08-03","Australia",NA,"2005-2006",-25.274398,133.775136
"530180","CY017611","H3N2","2005-08-02","Australia",NA,"2005-2006",-25.274398,133.775136
"456518","CY104228","H3N2","2005-08-01","Viet Nam",NA,"2005-2006",14.058324,108.277199
"412095","CY105374","H3N2","2005-08-01","Viet Nam",NA,"2005-2006",14.058324,108.277199
"301010","CY017099","H3N2","2005-08-01","Australia",NA,"2005-2006",-25.274398,133.775136
"288902","CY008404","H3N2","2005-07-31","New Zealand",NA,"2005-2006",-40.900557,174.885971
"317399","CY016028","H3N2","2005-07-29","Australia",NA,"2005-2006",-25.274398,133.775136
"318644","CY008396","H3N2","2005-07-28","New Zealand",NA,"2005-2006",-40.900557,174.885971
"299122","CY016036","H3N2","2005-07-27","Australia",NA,"2005-2006",-25.274398,133.775136
"262268","EU857011","H3N2","2005-07-26","Hong Kong",NA,"2005-2006",22.396428,114.109497
"505835","CY015612","H3N2","2005-07-26","New Zealand",NA,"2005-2006",-40.900557,174.885971
"508238","CY104268","H3N2","2005-07-22","Viet Nam",NA,"2005-2006",14.058324,108.277199
"280235","CY017989","H3N2","2005-07-22","Australia",NA,"2005-2006",-25.274398,133.775136
"282997","CY105366","H3N2","2005-07-19","Viet Nam",NA,"2005-2006",14.058324,108.277199
"270498","CY038751","H3N2","2005-07-16","Hong Kong",NA,"2005-2006",22.396428,114.109497
"353812","CY118834","H3N2","2005-07-15","Malaysia",NA,"2005-2006",4.210484,101.975766
"272982","CY104220","H3N2","2005-07-15","Viet Nam",NA,"2005-2006",14.058324,108.277199
"519831","CY014047","H3N2","2005-07-13","New Zealand",NA,"2005-2006",-40.900557,174.885971
"521425","CY017981","H3N2","2005-07-12","Australia",NA,"2005-2006",-25.274398,133.775136
"336817","CY015604","H3N2","2005-07-12","New Zealand",NA,"2005-2006",-40.900557,174.885971
"359134","CY008364","H3N2","2005-07-11","New Zealand",NA,"2005-2006",-40.900557,174.885971
"504381","EU857010","H3N2","2005-07-11","Hong Kong",NA,"2005-2006",22.396428,114.109497
"526417","CY014031","H3N2","2005-07-11","New Zealand",NA,"2005-2006",-40.900557,174.885971
"309909","CY016012","H3N2","2005-07-11","Australia",NA,"2005-2006",-25.274398,133.775136
"281100","CY043768","H3N2","2005-07-09","Hong Kong",NA,"2005-2006",22.396428,114.109497
"280790","CY018925","H3N2","2005-07-09","Australia",NA,"2005-2006",-25.274398,133.775136
"526553","CY008083","H3N2","2005-07-08","New Zealand",NA,"2005-2006",-40.900557,174.885971
"511278","CY118826","H3N2","2005-07-07","Malaysia",NA,"2005-2006",4.210484,101.975766
"388502","CY016979","H3N2","2005-07-05","Australia",NA,"2005-2006",-25.274398,133.775136
"532558","CY016004","H3N2","2005-07-04","Australia",NA,"2005-2006",-25.274398,133.775136
"534383","CY008075","H3N2","2005-07-03","New Zealand",NA,"2005-2006",-40.900557,174.885971
"259564","CY008067","H3N2","2005-07-02","New Zealand",NA,"2005-2006",-40.900557,174.885971
"532206","EU857007","H3N2","2005-07-02","Hong Kong",NA,"2005-2006",22.396428,114.109497
"459419","CY009044","H3N2","2005-07-01","New Zealand",NA,"2005-2006",-40.900557,174.885971
"459287","CY014039","H3N2","2005-07-01","New Zealand",NA,"2005-2006",-40.900557,174.885971
"416688","CY104260","H3N2","2005-06-30","Viet Nam",NA,"2004-2005",14.058324,108.277199
"528636","CY009932","H3N2","2005-06-29","New Zealand",NA,"2004-2005",-40.900557,174.885971
"312751","CY040354","H3N2","2005-06-29","Hong Kong",NA,"2004-2005",22.396428,114.109497
"504357","CY015996","H3N2","2005-06-28","Australia",NA,"2004-2005",-25.274398,133.775136
"387849","CY008356","H3N2","2005-06-27","New Zealand",NA,"2004-2005",-40.900557,174.885971
"277890","CY008556","H3N2","2005-06-27","New Zealand",NA,"2004-2005",-40.900557,174.885971
"533625","CY008059","H3N2","2005-06-21","New Zealand",NA,"2004-2005",-40.900557,174.885971
"293423","CY040346","H3N2","2005-06-21","Hong Kong",NA,"2004-2005",22.396428,114.109497
"433768","CY008348","H3N2","2005-06-18","New Zealand",NA,"2004-2005",-40.900557,174.885971
"317860","CY040338","H3N2","2005-06-17","Hong Kong",NA,"2004-2005",22.396428,114.109497
"458436","CY091333","H3N2","2005-06-15","Australia",NA,"2004-2005",-25.274398,133.775136
"502905","CY091309","H3N2","2005-06-15","Hong Kong",NA,"2004-2005",22.396428,114.109497
"295795","CY105470","H3N2","2005-06-14","Viet Nam",NA,"2004-2005",14.058324,108.277199
"376670","CY105358","H3N2","2005-06-14","Viet Nam",NA,"2004-2005",14.058324,108.277199
"490342","CY091365","H3N2","2005-06-13","Australia",NA,"2004-2005",-25.274398,133.775136
"467171","CY091357","H3N2","2005-06-13","Australia",NA,"2004-2005",-25.274398,133.775136
"384880","CY091349","H3N2","2005-06-13","Australia",NA,"2004-2005",-25.274398,133.775136
"527576","CY091341","H3N2","2005-06-13","Australia",NA,"2004-2005",-25.274398,133.775136
"340609","CY039519","H3N2","2005-06-11","Hong Kong",NA,"2004-2005",22.396428,114.109497
"403386","KM438083","H3N2","2005-06-10","Canada",NA,"2004-2005",56.130366,-106.346771
"469315","KM438085","H3N2","2005-06-07","Canada",NA,"2004-2005",56.130366,-106.346771
"375803","EU856997","H3N2","2005-06-04","Hong Kong",NA,"2004-2005",22.396428,114.109497
"460056","EU856870","H3N2","2005-06-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"335834","EU856996","H3N2","2005-06-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"460375","CY044397","H3N2","2005-06-02","Hong Kong",NA,"2004-2005",22.396428,114.109497
"525568","CY043760","H3N2","2005-06-01","Hong Kong",NA,"2004-2005",22.396428,114.109497
"319984","CY038743","H3N2","2005-05-31","Hong Kong",NA,"2004-2005",22.396428,114.109497
"530172","CY038735","H3N2","2005-05-30","Hong Kong",NA,"2004-2005",22.396428,114.109497
"393615","CY008051","H3N2","2005-05-27","New Zealand",NA,"2004-2005",-40.900557,174.885971
"317307","CY038727","H3N2","2005-05-27","Hong Kong",NA,"2004-2005",22.396428,114.109497
"259556","CY038719","H3N2","2005-05-26","Hong Kong",NA,"2004-2005",22.396428,114.109497
"311381","CY009028","H3N2","2005-05-25","New Zealand",NA,"2004-2005",-40.900557,174.885971
"490525","CY008340","H3N2","2005-05-24","New Zealand",NA,"2004-2005",-40.900557,174.885971
"287190","CY038711","H3N2","2005-05-23","Hong Kong",NA,"2004-2005",22.396428,114.109497
"357197","CY039247","H3N2","2005-05-21","Hong Kong",NA,"2004-2005",22.396428,114.109497
"473802","CY007955","H3N2","2005-05-20","New Zealand",NA,"2004-2005",-40.900557,174.885971
"287185","CY038703","H3N2","2005-05-17","Hong Kong",NA,"2004-2005",22.396428,114.109497
"461001","CY039239","H3N2","2005-05-16","Hong Kong",NA,"2004-2005",22.396428,114.109497
"368281","CY039231","H3N2","2005-05-14","Hong Kong",NA,"2004-2005",22.396428,114.109497
"428850","CY038695","H3N2","2005-05-13","Hong Kong",NA,"2004-2005",22.396428,114.109497
"518293","CY039223","H3N2","2005-05-11","Hong Kong",NA,"2004-2005",22.396428,114.109497
"309883","CY039215","H3N2","2005-05-07","Hong Kong",NA,"2004-2005",22.396428,114.109497
"453941","EU856844","H3N2","2005-05-05","Hong Kong",NA,"2004-2005",22.396428,114.109497
"428615","CY039207","H3N2","2005-05-05","Hong Kong",NA,"2004-2005",22.396428,114.109497
"311275","CY008043","H3N2","2005-05-04","New Zealand",NA,"2004-2005",-40.900557,174.885971
"397787","EU856841","H3N2","2005-05-04","Hong Kong",NA,"2004-2005",22.396428,114.109497
"261184","EU856842","H3N2","2005-05-04","Hong Kong",NA,"2004-2005",22.396428,114.109497
"330758","EU856843","H3N2","2005-05-04","Hong Kong",NA,"2004-2005",22.396428,114.109497
"287946","CY039199","H3N2","2005-05-03","Hong Kong",NA,"2004-2005",22.396428,114.109497
"282291","CY039511","H3N2","2005-05-01","Hong Kong",NA,"2004-2005",22.396428,114.109497
"461652","CY039191","H3N2","2005-04-30","Hong Kong",NA,"2004-2005",22.396428,114.109497
"387274","EU856837","H3N2","2005-04-28","Hong Kong",NA,"2004-2005",22.396428,114.109497
"328910","KM438082","H3N2","2005-04-22","Canada",NA,"192005-2004",56.130366,-106.346771
"427800","CY040330","H3N2","2005-04-21","Hong Kong",NA,"2004-2005",22.396428,114.109497
"256948","CY091389","H3N2","2005-04-16","Australia",NA,"2004-2005",-25.274398,133.775136
"359317","CY040322","H3N2","2005-04-16","Hong Kong",NA,"2004-2005",22.396428,114.109497
"356144","CY091405","H3N2","2005-04-15","Australia",NA,"2004-2005",-25.274398,133.775136
"299926","CY091397","H3N2","2005-04-15","Australia",NA,"2004-2005",-25.274398,133.775136
"458451","CY091421","H3N2","2005-04-13","Australia",NA,"2004-2005",-25.274398,133.775136
"324679","CY038687","H3N2","2005-04-13","Hong Kong",NA,"2004-2005",22.396428,114.109497
"390663","CY015596","H3N2","2005-04-13","New Zealand",NA,"2004-2005",-40.900557,174.885971
"499388","CY039503","H3N2","2005-04-11","Hong Kong",NA,"2004-2005",22.396428,114.109497
"360483","EU856825","H3N2","2005-04-10","Hong Kong",NA,"2004-2005",22.396428,114.109497
"498731","EU856822","H3N2","2005-04-06","Hong Kong",NA,"2004-2005",22.396428,114.109497
"70665","CY091005","H3N2","2005-04-06","USA","Illinois","192005-2004",40.6331249,-89.3985283
"433052","CY043752","H3N2","2005-04-04","Hong Kong",NA,"2004-2005",22.396428,114.109497
"483208","CY104212","H3N2","2005-03-24","Viet Nam",NA,"2004-2005",14.058324,108.277199
"159957","CY002488","H3N2","2005-03-23","USA","New York","192005-2003",40.7127753,-74.0059728
"459962","CY039063","H3N2","2005-03-19","Hong Kong",NA,"2004-2005",22.396428,114.109497
"346586","AB434109","H3N2","2005-03-16","Japan",NA,"192005-2003",36.204824,138.252924
"471565","EU857093","H3N2","2005-03-11","Hong Kong",NA,"2004-2005",22.396428,114.109497
"208808","CY090997","H3N2","2005-03-10","USA","South Carolina","192005-2003",33.836081,-81.1637245
"357188","CY039055","H3N2","2005-03-07","Hong Kong",NA,"2004-2005",22.396428,114.109497
"171724","CY003648","H3N2","2005-03-07","USA","New York","192005-2003",40.7127753,-74.0059728
"490417","CY007795","H3N2","2005-03-04","New Zealand",NA,"2004-2005",-40.900557,174.885971
"166043","CY002072","H3N2","2005-03-04","USA","New York","192005-2003",40.7127753,-74.0059728
"397474","EU857091","H3N2","2005-03-01","Hong Kong",NA,"2004-2005",22.396428,114.109497
"288711","CY039175","H3N2","2005-02-28","Hong Kong",NA,"2004-2005",22.396428,114.109497
"258864","EU857088","H3N2","2005-02-27","Hong Kong",NA,"2004-2005",22.396428,114.109497
"165590","CY002456","H3N2","2005-02-22","USA","New York","192005-2002",40.7127753,-74.0059728
"353525","EU857085","H3N2","2005-02-20","Hong Kong",NA,"2004-2005",22.396428,114.109497
"372886","EU857082","H3N2","2005-02-16","Hong Kong",NA,"2004-2005",22.396428,114.109497
"226765","CY091133","H3N2","2005-02-16","USA","Texas","192005-2002",31.9685988,-99.9018131
"179620","CY002776","H3N2","2005-02-15","USA","New York","192005-2002",40.7127753,-74.0059728
"167344","CY002184","H3N2","2005-02-15","USA","New York","192005-2002",40.7127753,-74.0059728
"520235","EU857079","H3N2","2005-02-12","Hong Kong",NA,"2004-2005",22.396428,114.109497
"209440","CY090989","H3N2","2005-02-11","USA","South Carolina","192005-2002",33.836081,-81.1637245
"153472","CY092217","H3N2","2005-02-10","USA","New Jersey","192005-2002",40.0583238,-74.4056612
"171426","CY003640","H3N2","2005-02-09","USA","New York","192005-2002",40.7127753,-74.0059728
"28075","CY092257","H3N2","2005-02-08","USA","California","2004-2005",36.778261,-119.4179324
"177151","CY006291","H3N2","2005-02-08","USA","New York","192005-2002",40.7127753,-74.0059728
"30036","CY091429","H3N2","2005-02-07","USA","California","192005-2002",36.778261,-119.4179324
"22397","CY091549","H3N2","2005-02-07","USA","California","2004-2005",36.778261,-119.4179324
"171272","CY006147","H3N2","2005-02-02","USA","New York","192005-2002",40.7127753,-74.0059728
"172407","CY002008","H3N2","2005-02-02","USA","New York","192005-2002",40.7127753,-74.0059728
"166052","CY006076","H3N2","2005-02-02","USA","New York","192005-2002",40.7127753,-74.0059728
"176567","CY006139","H3N2","2005-02-01","USA","New York","192005-2002",40.7127753,-74.0059728
"258827","EU857071","H3N2","2005-01-31","Hong Kong",NA,"2004-2005",22.396428,114.109497
"433199","CY022597","H3N2","2005-01-30","New Zealand",NA,"2004-2005",-40.900557,174.885971
"174885","CY002240","H3N2","2005-01-29","USA","New York","192005-2001",40.7127753,-74.0059728
"166366","CY002032","H3N2","2005-01-29","USA","New York","192005-2001",40.7127753,-74.0059728
"168962","CY002264","H3N2","2005-01-28","USA","New York","192005-2001",40.7127753,-74.0059728
"59488","CY091125","H3N2","2005-01-25","USA","Georgia","192005-2001",32.1656221,-82.9000751
"531636","CY014015","H3N2","2005-01-25","New Zealand",NA,"2004-2005",-40.900557,174.885971
"169221","CY003056","H3N2","2005-01-24","USA","New York","192005-2001",40.7127753,-74.0059728
"170278","CY006131","H3N2","2005-01-19","USA","New York","192005-2001",40.7127753,-74.0059728
"180795","CY006155","H3N2","2005-01-18","USA","New York","192005-2001",40.7127753,-74.0059728
"173990","CY003048","H3N2","2005-01-18","USA","New York","192005-2001",40.7127753,-74.0059728
"168886","CY002000","H3N2","2005-01-17","USA","New York","192005-2001",40.7127753,-74.0059728
"270726","EU857058","H3N2","2005-01-14","Hong Kong",NA,"2004-2005",22.396428,114.109497
"137377","CY090981","H3N2","2005-01-12","USA","Missouri","192005-2001",37.9642529,-91.8318334
"403716","KJ855403","H3N2","2005-01-11","Mexico",NA,"2004-2005",23.634501,-102.552784
"484390","KJ855411","H3N2","2005-01-11","Mexico",NA,"2004-2005",23.634501,-102.552784
"458703","CY100546","H3N2","2005-01-11","Mexico",NA,"2004-2005",23.634501,-102.552784
"176111","CY019269","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"176019","CY019277","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"176110","CY019285","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"176107","CY019293","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"176022","CY020533","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"177047","CY019189","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"177049","CY019301","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"177046","CY019309","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"176982","CY019317","H3N2","2005-01-10","USA","New York","192005-2001",40.7127753,-74.0059728
"369022","EU857047","H3N2","2005-01-08","Hong Kong",NA,"2004-2005",22.396428,114.109497
"175086","CY006123","H3N2","2005-01-07","USA","New York","192005-2001",40.7127753,-74.0059728
"168425","CY002056","H3N2","2005-01-07","USA","New York","192005-2001",40.7127753,-74.0059728
"527779","CY038679","H3N2","2005-01-06","Hong Kong",NA,"2004-2005",22.396428,114.109497
"160895","CY002464","H3N2","2005-01-06","USA","New York","192005-2001",40.7127753,-74.0059728
"163377","CY002480","H3N2","2005-01-05","USA","New York","192005-2001",40.7127753,-74.0059728
"174932","CY002720","H3N2","2005-01-04","USA","New York","192005-2001",40.7127753,-74.0059728
"171733","CY003344","H3N2","2005-01-04","USA","New York","192005-2001",40.7127753,-74.0059728
"165879","CY002736","H3N2","2005-01-04","USA","New York","192005-2001",40.7127753,-74.0059728
"421038","CY015988","H3N2","2005-01-04","Australia",NA,"2004-2005",-25.274398,133.775136
"176405","CY002200","H3N2","2005-01-03","USA","New York","192005-2001",40.7127753,-74.0059728
"160899","CY002016","H3N2","2005-01-03","USA","New York","192005-2001",40.7127753,-74.0059728
"175409","CY002256","H3N2","2004-12-29","USA","New York","192004-2012",40.7127753,-74.0059728
"168165","CY003336","H3N2","2004-12-28","USA","New York","192004-2012",40.7127753,-74.0059728
"159170","CY003040","H3N2","2004-12-28","USA","New York","192004-2012",40.7127753,-74.0059728
"161398","CY002248","H3N2","2004-12-28","USA","New York","192004-2012",40.7127753,-74.0059728
"167846","CY002472","H3N2","2004-12-28","USA","New York","192004-2012",40.7127753,-74.0059728
"171791","CY003408","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"171546","CY002232","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"160907","CY002048","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"179478","CY019173","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"179471","CY019181","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"163080","CY019253","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"163064","CY019261","H3N2","2004-12-27","USA","New York","192004-2012",40.7127753,-74.0059728
"172524","CY002600","H3N2","2004-12-26","USA","New York","192004-2012",40.7127753,-74.0059728
"172375","CY002080","H3N2","2004-12-24","USA","New York","192004-2012",40.7127753,-74.0059728
"167497","CY002224","H3N2","2004-12-22","USA","New York","192004-2012",40.7127753,-74.0059728
"171419","CY002040","H3N2","2004-12-22","USA","New York","192004-2012",40.7127753,-74.0059728
"159652","CY019141","H3N2","2004-12-22","USA","New York","192004-2012",40.7127753,-74.0059728
"159673","CY019149","H3N2","2004-12-22","USA","New York","192004-2012",40.7127753,-74.0059728
"159659","CY019165","H3N2","2004-12-22","USA","New York","192004-2012",40.7127753,-74.0059728
"159665","CY019811","H3N2","2004-12-22","USA","New York","192004-2012",40.7127753,-74.0059728
"173447","CY002408","H3N2","2004-12-21","USA","New York","192004-2012",40.7127753,-74.0059728
"163125","CY002064","H3N2","2004-12-21","USA","New York","192004-2012",40.7127753,-74.0059728
"160816","CY002192","H3N2","2004-12-20","USA","New York","192004-2012",40.7127753,-74.0059728
"166874","CY002208","H3N2","2004-12-20","USA","New York","192004-2012",40.7127753,-74.0059728
"169978","CY002592","H3N2","2004-12-20","USA","New York","192004-2012",40.7127753,-74.0059728
"170930","CY003072","H3N2","2004-12-16","USA","New York","192004-2012",40.7127753,-74.0059728
"168910","CY003416","H3N2","2004-12-16","USA","New York","192004-2012",40.7127753,-74.0059728
"163580","CY002440","H3N2","2004-12-16","USA","New York","192004-2012",40.7127753,-74.0059728
"167601","CY002728","H3N2","2004-12-15","USA","New York","192004-2012",40.7127753,-74.0059728
"162521","CY009268","H3N2","2004-12-10","USA","New York","192004-2012",40.7127753,-74.0059728
"160074","CY002288","H3N2","2004-12-09","USA","New York","192004-2012",40.7127753,-74.0059728
"165042","CY002784","H3N2","2004-12-09","USA","New York","192004-2012",40.7127753,-74.0059728
"171172","CY002216","H3N2","2004-12-09","USA","New York","192004-2012",40.7127753,-74.0059728
"174827","CY002432","H3N2","2004-12-08","USA","New York","192004-2012",40.7127753,-74.0059728
"167392","CY002504","H3N2","2004-12-07","USA","New York","192004-2012",40.7127753,-74.0059728
"377415","CY112989","H3N2","2004-12-04","Netherlands",NA,"192004-2012",52.132633,5.291266
"177245","CY002176","H3N2","2004-12-01","USA","New York","192004-2012",40.7127753,-74.0059728
"160778","CY002584","H3N2","2004-12-01","USA","New York","192004-2012",40.7127753,-74.0059728
"172224","CY002024","H3N2","2004-11-30","USA","New York","192004-2011",40.7127753,-74.0059728
"178487","CY006371","H3N2","2004-11-27","USA","New York","192004-2011",40.7127753,-74.0059728
"444395","CY039047","H3N2","2004-11-23","Hong Kong",NA,"2004-2005",22.396428,114.109497
"160767","CY002768","H3N2","2004-11-22","USA","New York","192004-2011",40.7127753,-74.0059728
"166816","CY007643","H3N2","2004-11-18","USA","New York","192004-2011",40.7127753,-74.0059728
"163446","CY002424","H3N2","2004-11-18","USA","New York","192004-2011",40.7127753,-74.0059728
"180310","CY002608","H3N2","2004-11-11","USA","New York","192004-2011",40.7127753,-74.0059728
"176529","CY006435","H3N2","2004-11-11","USA","New York","192004-2011",40.7127753,-74.0059728
"171368","CY002712","H3N2","2004-11-08","USA","New York","192004-2011",40.7127753,-74.0059728
"160085","CY003664","H3N2","2004-11-08","USA","New York","192004-2011",40.7127753,-74.0059728
"169607","CY003032","H3N2","2004-11-06","USA","New York","192004-2011",40.7127753,-74.0059728
"174477","CY002760","H3N2","2004-11-06","USA","New York","192004-2011",40.7127753,-74.0059728
"168352","CY002416","H3N2","2004-11-05","USA","New York","192004-2011",40.7127753,-74.0059728
"167237","CY002280","H3N2","2004-11-04","USA","New York","192004-2011",40.7127753,-74.0059728
"170511","CY006115","H3N2","2004-11-01","USA","New York","192004-2011",40.7127753,-74.0059728
"310981","CY015980","H3N2","2004-10-28","Australia",NA,"2004-2005",-25.274398,133.775136
"521431","CY020045","H3N2","2004-10-27","Australia",NA,"2004-2005",-25.274398,133.775136
"469457","CY002904","H3N2","2004-10-24","New Zealand",NA,"2004-2005",-40.900557,174.885971
"445465","CY117988","H3N2","2004-10-20","Malaysia",NA,"2004-2005",4.210484,101.975766
"162610","CY008516","H3N2","2004-10-19","USA","New York","192004-2010",40.7127753,-74.0059728
"509930","CY013991","H3N2","2004-10-19","New Zealand",NA,"2004-2005",-40.900557,174.885971
"523227","CY015964","H3N2","2004-10-19","Australia",NA,"2004-2005",-25.274398,133.775136
"331118","CY038671","H3N2","2004-10-18","Hong Kong",NA,"2004-2005",22.396428,114.109497
"299026","CY015900","H3N2","2004-10-18","Australia",NA,"2004-2005",-25.274398,133.775136
"461472","CY013999","H3N2","2004-10-15","New Zealand",NA,"2004-2005",-40.900557,174.885971
"340660","CY013975","H3N2","2004-10-14","New Zealand",NA,"2004-2005",-40.900557,174.885971
"304712","CY015956","H3N2","2004-10-14","Australia",NA,"2004-2005",-25.274398,133.775136
"351817","CY002962","H3N2","2004-10-13","New Zealand",NA,"2004-2005",-40.900557,174.885971
"521327","CY017957","H3N2","2004-10-13","Australia",NA,"2004-2005",-25.274398,133.775136
"456729","CY002954","H3N2","2004-10-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"487865","CY007571","H3N2","2004-10-12","New Zealand",NA,"2004-2005",-40.900557,174.885971
"318496","CY118818","H3N2","2004-10-12","Malaysia",NA,"2004-2005",4.210484,101.975766
"444587","CY008252","H3N2","2004-10-10","New Zealand",NA,"2004-2005",-40.900557,174.885971
"358935","CY020029","H3N2","2004-10-09","Australia",NA,"2004-2005",-25.274398,133.775136
"402829","CY017973","H3N2","2004-10-09","Australia",NA,"2004-2005",-25.274398,133.775136
"261902","CY013967","H3N2","2004-10-08","New Zealand",NA,"2004-2005",-40.900557,174.885971
"484916","CY007563","H3N2","2004-10-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"301251","CY019005","H3N2","2004-10-07","Australia",NA,"2004-2005",-25.274398,133.775136
"504701","CY016451","H3N2","2004-10-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
"268106","CY016443","H3N2","2004-10-07","New Zealand",NA,"2004-2005",-40.900557,174.885971
